306;298;250;0
310;882;250;0
328;1470;250;0
327;2062;250;0
267;2719;250;0
299;3306;250;0
270;3870;250;0
349;4498;250;0
303;5110;250;0
310;5719;250;0
299;6280;250;0
257;6872;250;0
284;7477;250;0
266;8096;250;0
287;8691;250;0
283;9284;250;0
303;9854;250;0
306;10548;250;0
255;11119;250;0
324;11729;250;0
885;252;250;0
920;869;250;0
859;1523;250;0
866;2082;250;0
896;2705;250;0
934;3323;250;0
918;3870;250;0
858;4513;250;0
885;5058;250;0
941;5685;250;0
901;6282;250;0
855;6859;250;0
901;7482;250;0
929;8112;250;0
851;8654;250;0
879;9326;250;0
898;9867;250;0
912;10535;250;0
919;11086;250;0
936;11739;250;0
1540;289;250;0
1453;864;250;0
1465;1518;250;0
1467;2141;250;0
1499;2687;250;0
1539;3285;250;0
1544;3923;250;0
1545;4500;250;0
1471;5141;250;0
1515;5668;250;0
1547;6253;250;0
1451;6885;250;0
1518;7451;250;0
1524;8111;250;0
1476;8707;250;0
1495;9338;250;0
1486;9884;250;0
1453;10478;250;0
1535;11145;250;0
1459;11651;250;0
2117;285;250;0
2078;933;250;0
2132;1520;250;0
2081;2115;250;0
2106;2671;250;0
2143;3291;250;0
2059;3888;250;0
2073;4516;250;0
2083;5116;250;0
2094;5727;250;0
2066;6254;250;0
2066;6927;250;0
2057;7502;250;0
2105;8100;250;0
2075;8695;250;0
2117;9269;250;0
2100;9933;250;0
2099;10460;250;0
2065;11056;250;0
2115;11732;250;0
2671;302;250;0
2671;867;250;0
2720;1487;250;0
2728;2091;250;0
2686;2729;250;0
2681;3347;250;0
2668;3873;250;0
2663;4453;250;0
2708;5117;250;0
2692;5748;250;0
2707;6320;250;0
2729;6872;250;0
2689;7512;250;0
2746;8116;250;0
2733;8673;250;0
2683;9321;250;0
2700;9921;250;0
2716;10547;250;0
2657;11103;250;0
2747;11717;250;0
3342;323;250;0
3314;862;250;0
3261;1542;250;0
3280;2059;250;0
3344;2660;250;0
3272;3289;250;0
3318;3883;250;0
3292;4548;250;0
3348;5127;250;0
3274;5703;250;0
3286;6288;250;0
3329;6889;250;0
3291;7508;250;0
3273;8075;250;0
3293;8677;250;0
3306;9282;250;0
3281;9895;250;0
3316;10484;250;0
3273;11149;250;0
3320;11722;250;0
3875;294;250;0
3898;903;250;0
3904;1502;250;0
3885;2095;250;0
3935;2679;250;0
3893;3259;250;0
3927;3879;250;0
3863;4463;250;0
3879;5064;250;0
3882;5655;250;0
3924;6320;250;0
3925;6921;250;0
3939;7538;250;0
3923;8149;250;0
3902;8651;250;0
3913;9333;250;0
3873;9902;250;0
3948;10517;250;0
3882;11142;250;0
3890;11709;250;0
4512;291;250;0
4504;857;250;0
4457;1497;250;0
4467;2101;250;0
4456;2700;250;0
4462;3288;250;0
4495;3916;250;0
4501;4510;250;0
4474;5062;250;0
4476;5695;250;0
4497;6306;250;0
4528;6907;250;0
4461;7527;250;0
4534;8084;250;0
4491;8721;250;0
4499;9301;250;0
4459;9892;250;0
4471;10451;250;0
4537;11091;250;0
4540;11693;250;0
5094;322;250;0
5108;886;250;0
5145;1519;250;0
5072;2139;250;0
5084;2686;250;0
5147;3309;250;0
5103;3925;250;0
5143;4545;250;0
5098;5095;250;0
5131;5733;250;0
5070;6254;250;0
5139;6916;250;0
5117;7466;250;0
5085;8085;250;0
5104;8703;250;0
5129;9324;250;0
5095;9934;250;0
5131;10514;250;0
5091;11144;250;0
5129;11667;250;0
5741;343;250;0
5697;948;250;0
5742;1485;250;0
5661;2131;250;0
5688;2748;250;0
5709;3283;250;0
5686;3922;250;0
5712;4545;250;0
5680;5057;250;0
5665;5701;250;0
5678;6296;250;0
5658;6877;250;0
5736;7536;250;0
5672;8101;250;0
5697;8692;250;0
5697;9253;250;0
5722;9938;250;0
5669;10481;250;0
5676;11129;250;0
5732;11712;250;0
6304;337;250;0
6258;865;250;0
6264;1513;250;0
6296;2148;250;0
6290;2658;250;0
6346;3319;250;0
6261;3860;250;0
6294;4499;250;0
6309;5140;250;0
6338;5709;250;0
6349;6318;250;0
6265;6911;250;0
6278;7499;250;0
6308;8108;250;0
6325;8727;250;0
6285;9320;250;0
6329;9915;250;0
6346;10484;250;0
6299;11103;250;0
6272;11724;250;0
6920;292;250;0
6856;920;250;0
6871;1541;250;0
6868;2106;250;0
6931;2652;250;0
6917;3278;250;0
6932;3906;250;0
6905;4471;250;0
6911;5089;250;0
6851;5710;250;0
6949;6255;250;0
6881;6867;250;0
6915;7507;250;0
6901;8125;250;0
6894;8704;250;0
6943;9325;250;0
6886;9921;250;0
6915;10454;250;0
6937;11127;250;0
6904;11697;250;0
7529;325;250;0
7542;903;250;0
7498;1469;250;0
7489;2115;250;0
7470;2742;250;0
7538;3341;250;0
7478;3947;250;0
7489;4546;250;0
7467;5149;250;0
7545;5729;250;0
7507;6327;250;0
7537;6890;250;0
7467;7547;250;0
7505;8072;250;0
7504;8665;250;0
7455;9329;250;0
7504;9923;250;0
7538;10476;250;0
7453;11053;250;0
7524;11738;250;0
8100;308;250;0
8062;907;250;0
8060;1507;250;0
8057;2086;250;0
8114;2653;250;0
8059;3342;250;0
8112;3855;250;0
8070;4460;250;0
8059;5140;250;0
8108;5727;250;0
8117;6252;250;0
8056;6856;250;0
