1731;230;130;0
647;795;128;0
764;322;132;0
259;265;135;0
1622;810;129;0
1425;1849;133;0
1059;1575;125;0
2028;387;128;0
1356;1491;129;0
848;1120;131;0
320;1454;134;0
2266;1672;133;0
331;796;127;0
138;1002;134;0
1314;2345;129;0
1771;1930;127;0
1245;836;135;0
1584;1628;133;0
471;1712;128;0
1177;316;132;0
1315;1223;126;0
835;2218;130;0
805;1860;128;0
2286;1113;129;0
1838;610;131;0
2021;1256;133;0
680;1510;127;0
2149;2331;128;0
2346;1956;135;0
420;2114;135;0
1928;859;130;0
1772;2351;133;0
266;2349;129;0
2272;189;129;0
1148;587;131;0
1415;460;134;0
504;1060;130;0
1583;1142;129;0
1946;1721;135;0
1083;1877;131;0
411;489;132;0
2329;826;134;0
1485;126;126;0
2057;2056;131;0
2309;486;132;0
129;1874;128;0
583;2342;131;0
919;733;133;0
1509;2146;127;0
