2264;215;135;0
2257;1010;128;0
806;566;126;0
795;1162;128;0
1671;335;134;0
1400;742;132;0
2297;1934;128;0
1751;2056;127;0
1100;1484;125;0
1755;943;135;0
1345;1944;130;0
577;1614;128;0
393;1919;135;0
1694;611;135;0
1029;156;128;0
1122;736;129;0
389;154;135;0
2244;1341;127;0
502;703;128;0
244;846;125;0
1926;133;128;0
1986;1157;126;0
936;1826;133;0
1868;1606;134;0
1176;2314;131;0
840;2329;135;0
493;1113;135;0
1494;1032;125;0
2368;1634;132;0
2229;2234;128;0
659;260;131;0
221;1581;128;0
1047;425;134;0
220;1119;135;0
169;505;130;0
465;2331;134;0
1337;482;125;0
1175;1150;128;0
2213;549;135;0
1090;2056;132;0
1384;1641;132;0
897;897;125;0
1419;1288;134;0
1906;2278;132;0
213;2199;135;0
837;1431;132;0
1614;1810;126;0
1370;179;128;0
1592;2269;128;0
