259;259;259;0
259;777;259;0
259;1295;259;0
259;1813;259;0
259;2331;259;0
259;2849;259;0
259;3367;259;0
259;3885;259;0
777;259;259;0
777;777;259;0
777;1295;259;0
777;1813;259;0
777;2331;259;0
777;2849;259;0
777;3367;259;0
777;3885;259;0
1295;259;259;0
1295;777;259;0
1295;1295;259;0
1295;1813;259;0
1295;2331;259;0
1295;2849;259;0
1295;3367;259;0
1295;3885;259;0
1813;259;259;0
1813;777;259;0
1813;1295;259;0
1813;1813;259;0
1813;2331;259;0
1813;2849;259;0
1813;3367;259;0
1813;3885;259;0
2331;259;259;0
2331;777;259;0
2331;1295;259;0
2331;1813;259;0
2331;2331;259;0
2331;2849;259;0
2331;3367;259;0
2331;3885;259;0
2849;259;259;0
2849;777;259;0
2849;1295;259;0
2849;1813;259;0
2849;2331;259;0
2849;2849;259;0
2849;3367;259;0
2849;3885;259;0
3367;259;259;0
3367;777;259;0
3367;1295;259;0
3367;1813;259;0
3367;2331;259;0
3367;2849;259;0
3367;3367;259;0
3367;3885;259;0
3885;259;259;0
3885;777;259;0
3885;1295;259;0
3885;1813;259;0
3885;2331;259;0
3885;2849;259;0
3885;3367;259;0
3885;3885;259;0
