115;115;115;1
115;345;115;1
115;575;115;1
115;805;115;1
115;1035;115;1
115;1265;115;1
345;115;115;1
345;345;115;1
345;575;115;1
345;805;115;1
345;1035;115;1
345;1265;115;1
575;115;115;1
575;345;115;1
575;575;115;1
575;805;115;1
575;1035;115;1
575;1265;115;1
805;115;115;1
805;345;115;1
805;575;115;1
805;805;115;1
805;1035;115;1
805;1265;115;1
1035;115;115;1
1035;345;115;1
1035;575;115;1
1035;805;115;1
1035;1035;115;1
1035;1265;115;1
1265;115;115;1
1265;345;115;1
1265;575;115;1
1265;805;115;1
1265;1035;115;1
1265;1265;115;1
