145;145;145;1
145;435;145;1
145;725;145;1
145;1015;145;1
145;1305;145;1
145;1595;145;1
435;145;145;1
435;435;145;1
435;725;145;1
435;1015;145;1
435;1305;145;1
435;1595;145;1
725;145;145;1
725;435;145;1
725;725;145;1
725;1015;145;1
725;1305;145;1
725;1595;145;1
1015;145;145;1
1015;435;145;1
1015;725;145;1
1015;1015;145;1
1015;1305;145;1
1015;1595;145;1
1305;145;145;1
1305;435;145;1
1305;725;145;1
1305;1015;145;1
1305;1305;145;1
1305;1595;145;1
1595;145;145;1
1595;435;145;1
1595;725;145;1
1595;1015;145;1
1595;1305;145;1
1595;1595;145;1
