127;85;85;1
42;232;85;1
127;379;85;1
42;526;85;1
127;673;85;1
42;821;85;1
127;968;85;1
297;85;85;1
212;232;85;1
297;379;85;1
212;526;85;1
297;673;85;1
212;821;85;1
297;968;85;1
467;85;85;1
382;232;85;1
467;379;85;1
382;526;85;1
467;673;85;1
382;821;85;1
467;968;85;1
637;85;85;1
552;232;85;1
637;379;85;1
552;526;85;1
637;673;85;1
552;821;85;1
637;968;85;1
807;85;85;1
722;232;85;1
807;379;85;1
722;526;85;1
807;673;85;1
722;821;85;1
807;968;85;1
977;85;85;1
892;232;85;1
977;379;85;1
892;526;85;1
977;673;85;1
892;821;85;1
977;968;85;1
1147;85;85;1
1062;232;85;1
1147;379;85;1
1062;526;85;1
1147;673;85;1
1062;821;85;1
1147;968;85;1
