1563;1840;129;0
716;409;135;0
832;2321;130;0
2009;2145;132;0
830;1466;132;0
1575;1504;129;0
1625;300;130;0
1815;849;130;0
1616;2225;132;0
2065;1418;134;0
861;1113;129;0
493;937;128;0
1025;273;125;0
2343;266;128;0
1811;1324;126;0
2357;1175;126;0
2274;2065;126;0
1113;779;127;0
2230;918;127;0
1463;945;128;0
406;1946;126;0
375;409;133;0
2101;164;131;0
875;638;131;0
1044;1314;129;0
259;1210;126;0
987;1994;127;0
1413;505;127;0
218;823;125;0
534;1406;125;0
2074;1130;125;0
143;1783;130;0
1316;193;135;0
1274;1724;134;0
1344;1223;131;0
1989;438;134;0
724;1907;129;0
1257;2127;128;0
1933;1759;125;0
567;2166;126;0
213;2126;131;0
2308;1673;132;0
158;571;130;0
1702;557;131;0
1092;2356;130;0
2320;587;127;0
414;1684;127;0
2187;2341;125;0
548;626;133;0
