105;105;105;1
105;315;105;1
105;525;105;1
105;735;105;1
105;945;105;1
105;1155;105;1
315;105;105;1
315;315;105;1
315;525;105;1
315;735;105;1
315;945;105;1
315;1155;105;1
525;105;105;1
525;315;105;1
525;525;105;1
525;735;105;1
525;945;105;1
525;1155;105;1
735;105;105;1
735;315;105;1
735;525;105;1
735;735;105;1
735;945;105;1
735;1155;105;1
945;105;105;1
945;315;105;1
945;525;105;1
945;735;105;1
945;945;105;1
945;1155;105;1
1155;105;105;1
1155;315;105;1
1155;525;105;1
1155;735;105;1
1155;945;105;1
1155;1155;105;1
