220;220;220;2
220;660;220;2
220;1100;220;2
220;1540;220;2
220;1980;220;2
220;2420;220;2
220;2860;220;2
660;220;220;2
660;660;220;2
660;1100;220;2
660;1540;220;2
660;1980;220;2
660;2420;220;2
660;2860;220;2
1100;220;220;2
1100;660;220;2
1100;1100;220;2
1100;1540;220;2
1100;1980;220;2
1100;2420;220;2
1100;2860;220;2
1540;220;220;2
1540;660;220;2
1540;1100;220;2
1540;1540;220;2
1540;1980;220;2
1540;2420;220;2
1540;2860;220;2
1980;220;220;2
1980;660;220;2
1980;1100;220;2
1980;1540;220;2
1980;1980;220;2
1980;2420;220;2
1980;2860;220;2
2420;220;220;2
2420;660;220;2
2420;1100;220;2
2420;1540;220;2
2420;1980;220;2
2420;2420;220;2
2420;2860;220;2
2860;220;220;2
2860;660;220;2
2860;1100;220;2
2860;1540;220;2
2860;1980;220;2
2860;2420;220;2
2860;2860;220;2
