300.03	48
300.09	50
300.14	50
300.19	53
300.25	50
300.3	50
300.35	52
300.41	53
300.46	51
300.51	55
300.57	49
300.62	53
300.67	47
300.73	48
300.78	53
300.83	51
300.89	44
300.94	50
300.99	48
301.05	52
301.1	51
301.15	49
301.21	52
301.26	50
301.31	53
301.37	50
301.42	51
301.47	49
301.53	47
301.58	52
301.64	48
301.69	51
301.74	48
301.8	45
301.85	52
301.9	51
301.96	52
302.01	51
302.06	51
302.12	50
302.17	47
302.22	50
302.28	54
302.33	49
302.38	52
302.44	51
302.49	52
302.54	49
302.6	51
302.65	48
302.7	49
302.76	50
302.81	49
302.86	52
302.92	52
302.97	53
303.02	53
303.08	49
303.13	51
303.18	50
303.24	53
303.29	51
303.34	53
303.4	51
303.45	49
303.5	50
303.56	47
303.61	52
303.66	51
303.72	48
303.77	47
303.83	52
303.88	51
303.93	51
303.99	51
304.04	49
304.09	52
304.15	51
304.2	52
304.25	48
304.31	50
304.36	49
304.41	51
304.47	47
304.52	48
304.57	46
304.63	50
304.68	49
304.73	49
304.79	50
304.84	48
304.89	47
304.95	51
305	49
305.05	52
305.11	47
305.16	50
305.21	45
305.27	47
305.32	48
305.37	48
305.43	50
305.48	48
305.53	51
305.59	50
305.64	52
305.69	47
305.75	49
305.8	49
305.85	52
305.91	55
305.96	49
306.01	49
306.07	52
306.12	49
306.17	50
306.23	47
306.28	50
306.34	49
306.39	52
306.44	46
306.5	51
306.55	52
306.6	50
306.66	50
306.71	49
306.76	49
306.82	51
306.87	48
306.92	51
306.98	47
307.03	49
307.08	49
307.14	48
307.19	50
307.24	51
307.3	50
307.35	48
307.4	48
307.46	50
307.51	48
307.56	48
307.62	50
307.67	51
307.72	50
307.78	46
307.83	50
307.88	49
307.94	51
307.99	48
308.04	50
308.1	49
308.15	48
308.2	49
308.26	51
308.31	55
308.36	48
308.42	50
308.47	48
308.52	50
308.58	52
308.63	55
308.68	49
308.74	51
308.79	50
308.84	49
308.9	49
308.95	53
309	47
309.06	44
309.11	48
309.16	57
309.22	49
309.27	47
309.32	49
309.38	55
309.43	51
309.49	49
309.54	48
309.59	47
309.65	49
309.7	52
309.75	52
309.81	54
309.86	53
309.91	47
309.97	49
310.02	49
310.07	52
310.13	52
310.18	48
310.23	52
310.29	48
310.34	53
310.39	50
310.45	48
310.5	55
310.55	50
310.61	50
310.66	50
310.71	46
310.77	50
310.82	46
310.87	48
310.93	47
310.98	49
311.03	47
311.09	49
311.14	47
311.19	53
311.25	50
311.3	49
311.35	58
311.41	56
311.46	55
311.51	48
311.57	49
311.62	49
311.67	51
311.73	49
311.78	49
311.83	45
311.89	53
311.94	49
311.99	50
312.05	52
312.1	52
312.15	51
312.21	51
312.26	51
312.31	51
312.37	51
312.42	53
312.47	51
312.53	55
312.58	53
312.63	51
312.69	46
312.74	49
312.79	50
312.85	51
312.9	53
312.95	49
313.01	57
313.06	51
313.11	50
313.17	50
313.22	48
313.27	48
313.33	50
313.38	52
313.43	53
313.49	52
313.54	51
313.59	47
313.65	47
313.7	44
313.75	50
313.81	48
313.86	48
313.91	54
313.97	50
314.02	57
314.07	48
314.13	51
314.18	48
314.23	50
314.29	51
314.34	53
314.39	49
314.45	49
314.5	45
314.56	52
314.61	53
314.66	51
314.72	48
314.77	52
314.82	52
314.88	50
314.93	47
314.98	54
315.04	52
315.09	49
315.14	52
315.2	48
315.25	49
315.3	48
315.36	49
315.41	48
315.46	50
315.52	45
315.57	50
315.62	48
315.68	47
315.73	51
315.78	48
315.84	49
315.89	48
315.94	50
316	57
316.05	50
316.1	55
316.16	53
316.21	51
316.26	46
316.32	48
316.37	48
316.42	52
316.48	53
316.53	50
316.58	51
316.64	51
316.69	50
316.74	51
316.8	48
316.85	52
316.9	52
316.96	52
317.01	53
317.06	51
317.12	51
317.17	49
317.22	49
317.28	47
317.33	46
317.38	48
317.44	51
317.49	53
317.54	49
317.6	47
317.65	53
317.7	51
317.76	53
317.81	47
317.86	53
317.92	49
317.97	50
318.02	49
318.08	49
318.13	50
318.18	50
318.24	49
318.29	50
318.34	48
318.4	51
318.45	50
318.5	49
318.56	47
318.61	51
318.66	54
318.72	54
318.77	48
318.82	50
318.88	51
318.93	49
318.98	51
319.04	49
319.09	48
319.14	48
319.2	53
319.25	43
319.3	47
319.36	54
319.41	51
319.46	56
319.52	51
319.57	51
319.62	52
319.68	53
319.73	50
319.78	51
319.84	51
319.89	47
319.94	51
320	50
320.05	48
320.1	49
320.16	50
320.21	53
320.26	52
320.32	51
320.37	49
320.42	46
320.48	50
320.53	54
320.58	48
320.64	49
320.69	48
320.74	45
320.8	51
320.85	53
320.9	49
320.96	46
321.01	48
321.06	52
321.12	52
321.17	48
321.22	53
321.28	55
321.33	52
321.38	53
321.43	50
321.49	53
321.54	52
321.59	49
321.65	54
321.7	52
321.75	53
321.81	49
321.86	47
321.91	49
321.97	51
322.02	51
322.07	55
322.13	53
322.18	48
322.23	47
322.29	49
322.34	55
322.39	48
322.45	50
322.5	52
322.55	49
322.61	47
322.66	51
322.71	50
322.77	51
322.82	50
322.87	54
322.93	50
322.98	51
323.03	52
323.09	46
323.14	51
323.19	51
323.25	50
323.3	49
323.35	48
323.41	51
323.46	51
323.51	50
323.57	51
323.62	51
323.67	49
323.73	52
323.78	53
323.83	52
323.89	53
323.94	47
323.99	50
324.05	54
324.1	47
324.15	52
324.21	50
324.26	52
324.31	51
324.37	53
324.42	50
324.47	52
324.53	48
324.58	50
324.63	47
324.69	51
324.74	47
324.79	47
324.85	49
324.9	49
324.95	51
325.01	50
325.06	54
325.11	55
325.17	50
325.22	52
325.27	48
325.33	51
325.38	52
325.43	52
325.49	50
325.54	52
325.59	52
325.65	54
325.7	50
325.75	52
325.81	53
325.86	53
325.91	52
325.97	56
326.02	51
326.07	53
326.13	53
326.18	53
326.23	52
326.28	54
326.34	53
326.39	49
326.44	51
326.5	48
326.55	49
326.6	51
326.66	46
326.71	49
326.76	50
326.82	51
326.87	51
326.92	52
326.98	51
327.03	53
327.08	56
327.14	51
327.19	51
327.24	54
327.3	48
327.35	44
327.4	49
327.46	49
327.51	51
327.56	51
327.62	47
327.67	51
327.72	46
327.78	48
327.83	53
327.88	50
327.94	53
327.99	48
328.04	53
328.1	51
328.15	51
328.2	50
328.26	49
328.31	47
328.36	51
328.42	51
328.47	51
328.52	52
328.58	49
328.63	54
328.68	56
328.74	54
328.79	51
328.84	50
328.9	51
328.95	55
329	49
329.06	52
329.11	54
329.16	45
329.21	51
329.27	48
329.32	48
329.37	49
329.43	50
329.48	51
329.53	50
329.59	47
329.64	53
329.69	55
329.75	49
329.8	50
329.85	48
329.91	48
329.96	56
330.01	49
330.07	51
330.12	52
330.17	49
330.23	48
330.28	51
330.33	50
330.39	50
330.44	51
330.49	54
330.55	51
330.6	50
330.65	52
330.71	46
330.76	52
330.81	56
330.87	51
330.92	49
330.97	48
331.03	48
331.08	50
331.13	51
331.19	51
331.24	45
331.29	51
331.35	49
331.4	50
331.45	50
331.5	48
331.56	51
331.61	56
331.66	50
331.72	51
331.77	47
331.82	49
331.88	52
331.93	45
331.98	49
332.04	50
332.09	47
332.14	52
332.2	48
332.25	47
332.3	49
332.36	48
332.41	51
332.46	54
332.52	49
332.57	50
332.62	52
332.68	54
332.73	52
332.78	51
332.84	46
332.89	47
332.94	51
333	49
333.05	51
333.1	51
333.16	51
333.21	54
333.26	54
333.32	49
333.37	50
333.42	52
333.47	52
333.53	53
333.58	51
333.63	53
333.69	50
333.74	53
333.79	50
333.85	49
333.9	52
333.95	46
334.01	51
334.06	50
334.11	50
334.17	50
334.22	51
334.27	50
334.33	52
334.38	51
334.43	53
334.49	51
334.54	51
334.59	52
334.65	54
334.7	53
334.75	48
334.81	46
334.86	52
334.91	48
334.97	51
335.02	51
335.07	49
335.12	53
335.18	50
335.23	52
335.28	49
335.34	55
335.39	49
335.44	51
335.5	46
335.55	49
335.6	51
335.66	53
335.71	49
335.76	48
335.82	50
335.87	49
335.92	49
335.98	52
336.03	55
336.08	51
336.14	50
336.19	53
336.24	48
336.3	56
336.35	50
336.4	51
336.46	51
336.51	56
336.56	50
336.61	46
336.67	49
336.72	48
336.77	51
336.83	48
336.88	52
336.93	50
336.99	51
337.04	47
337.09	53
337.15	51
337.2	47
337.25	49
337.31	54
337.36	49
337.41	50
337.47	54
337.52	53
337.57	47
337.63	50
337.68	48
337.73	52
337.79	52
337.84	49
337.89	53
337.95	49
338	46
338.05	50
338.1	50
338.16	52
338.21	50
338.26	51
338.32	52
338.37	50
338.42	47
338.48	49
338.53	53
338.58	52
338.64	51
338.69	50
338.74	49
338.8	51
338.85	51
338.9	52
338.96	51
339.01	55
339.06	50
339.12	49
339.17	52
339.22	50
339.28	48
339.33	51
339.38	46
339.43	47
339.49	48
339.54	49
339.59	47
339.65	47
339.7	50
339.75	50
339.81	48
339.86	46
339.91	46
339.97	52
340.02	50
340.07	50
