110;0;220;2
-110;381;220;2
110;762;220;2
-110;1143;220;2
110;1524;220;2
-110;1905;220;2
110;2286;220;2
550;0;220;2
330;381;220;2
550;762;220;2
330;1143;220;2
550;1524;220;2
330;1905;220;2
550;2286;220;2
990;0;220;2
770;381;220;2
990;762;220;2
770;1143;220;2
990;1524;220;2
770;1905;220;2
990;2286;220;2
1430;0;220;2
1210;381;220;2
1430;762;220;2
1210;1143;220;2
1430;1524;220;2
1210;1905;220;2
1430;2286;220;2
1870;0;220;2
1650;381;220;2
1870;762;220;2
1650;1143;220;2
1870;1524;220;2
1650;1905;220;2
1870;2286;220;2
2310;0;220;2
2090;381;220;2
2310;762;220;2
2090;1143;220;2
2310;1524;220;2
2090;1905;220;2
2310;2286;220;2
2750;0;220;2
2530;381;220;2
2750;762;220;2
2530;1143;220;2
2750;1524;220;2
2530;1905;220;2
2750;2286;220;2
